,Class,training,cidi_prob,cido_prob,codi_prob,codo_prob,wcd_prob,dfg_conf,dfg_prob,p1p1x,p2p2x,r3r3x,h_cgvc,ang_NHs,ang_CHs,dist_NH,dist_CH
456,codi,,0.001,0.0,0.919,0.055,0.025,di,0.994,0.7828202870000001,0.7956432640000001,0.8331280409999999,0.297945919,0.3451977225754132,0.2194787874353095,0.3612004432051665,0.4574482562452012
457,codi,,0.0,0.0,0.994,0.001,0.005,di,1.0,0.800347782,0.778916996,0.832549645,-0.174605344,0.5958321452487672,0.47968155672385576,0.5430376036077781,0.404633589709246
458,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.962773677,0.990890809,0.997471227,0.963367461,-0.1396614117105848,-0.1309502961676509,-0.1339728072618662,-0.14931087855937955
459,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.965763059,0.984387525,0.997515213,0.971810476,-0.16434888361114722,-0.10991813392547763,-0.14980730067492187,-0.16248132773264906
460,cidi,,0.998,0.0,0.002,0.0,0.0,di,1.0,0.947951879,0.989189858,0.996783703,0.941176577,-0.13896348614872747,-0.10136858904966278,-0.11209001314938284,-0.2502166762851957
461,cidi,,0.991,0.004,0.004,0.0,0.001,di,1.0,0.978733812,0.991148872,0.993117196,0.935308369,-0.12857691298081972,-0.10696260635952785,-0.08151233321736467,-0.2027699134942716
462,cidi,,0.997,0.003,0.0,0.0,0.0,di,1.0,0.99456674,0.991918545,0.994653454,0.995232079,-0.06119714813698523,-0.0926555986777207,-0.13447741990466736,-0.16666699904375218
463,cidi,,0.991,0.009,0.0,0.0,0.0,di,1.0,0.998484852,0.990686062,0.99574295,0.999507489,-0.09944411906904707,-0.07815534338728251,-0.14600611912105074,-0.11783303017245608
464,cidi,,1.0,0.0,0.0,0.0,0.0,di,1.0,0.964852379,0.989767197,0.99773349,0.939695648,-0.1362168800789851,-0.11577194980798737,-0.15689344929599036,-0.22725179157244696
465,cidi,,0.996,0.002,0.002,0.0,0.0,di,1.0,0.999088078,0.996003017,0.993959013,0.966228653,-0.08042891079621414,-0.1238743238946091,-0.0900490304457065,-0.20644782860494812
466,cidi,,0.902,0.003,0.073,0.0,0.022,di,0.998,0.926486007,0.983533838,0.982971059,0.948264784,0.03309022833179592,0.001822051926992168,0.02216617061907853,-0.20839552034302028
467,cidi,,0.993,0.004,0.002,0.0,0.001,di,1.0,0.994760787,0.992436394,0.993508951,0.978772696,-0.10556209061118474,-0.12748079829931225,-0.08869834833207073,-0.2087090356926936
468,cidi,,1.0,0.0,0.0,0.0,0.0,di,1.0,0.972609114,0.990396247,0.991719253,0.989228708,-0.14460938774744653,-0.11355952482326337,-0.10954548284907793,-0.07924786274711275
469,cidi,,0.992,0.003,0.003,0.0,0.002,di,0.997,0.834535735,0.999819616,0.993217817,0.925082937,-0.08971181113445217,-0.10902078555454266,-0.12530341770040737,-0.16428007761806987
470,cido,,0.018,0.981,0.0,0.0,0.001,do,1.0,-0.74894829,-0.837378538,-0.629175832,0.958080816,-0.06658631811179366,-0.11949854227506658,-0.14389662485697746,0.06591973242398956
471,wcd,,0.028,0.084,0.0,0.0,0.888,other,0.712,-0.08440733,-0.792125422,0.017183404,0.957387434,-0.05500127978428033,0.03493376381212595,-0.14890179760584552,-0.07482474329396238
472,wcd,,0.025,0.089,0.0,0.0,0.886,other,0.701,-0.084681561,-0.7915982359999999,0.016623341,0.958590174,-0.05461170007535422,0.04173346668935276,-0.14884757439471816,-0.06597982536844144
473,cidi,,0.961,0.029,0.004,0.0,0.006,di,0.995,0.897351722,0.90736383,0.982186474,0.999310399,-0.13817813705119436,-0.020331381922572025,-0.07348382644311702,-0.04701424217147693
474,cidi,,0.973,0.008,0.005,0.0,0.014,di,0.984,0.7599422709999999,0.7411342759999999,0.836632156,0.994609362,-0.15848824467183248,0.031399150105559825,-0.11308228728462372,-0.0703477935277456
475,cidi,,0.96,0.025,0.005,0.001,0.009,di,0.996,0.983561848,0.928124079,0.983423017,0.994101981,-0.1462048592741945,0.018802372670829598,-0.08169900552522211,-0.012247620519483467
476,codi,,0.122,0.072,0.775,0.025,0.006,di,0.754,0.421887776,0.883240736,0.75999419,0.605392092,0.1989587498976301,0.10255694223449678,0.06920411651946108,0.14036563283572712
477,codi,,0.0,0.0,0.983,0.014,0.003,di,0.985,0.898594054,0.903592322,0.906789622,0.12805606,0.4580570149078561,0.35892366234100886,0.41728716704038715,0.49572717417687967
478,cidi,,0.987,0.01,0.003,0.0,0.0,di,1.0,0.988114398,0.994264071,0.995321705,0.993207861,-0.11976525821358511,-0.1180444843762754,-0.08509380835410842,-0.07005112079844435
479,wcd,,0.003,0.024,0.02,0.004,0.949,other,0.846,0.397433477,0.6225720060000001,0.148055668,0.7140687179999999,0.22702586761111868,0.281195749628951,0.11773328694035874,-0.0023367726830601397
480,cidi,,0.999,0.0,0.0,0.0,0.001,di,1.0,0.976465032,0.986550038,0.997040813,0.968287382,-0.17955200739478808,-0.08552047814227862,-0.1642803785404626,-0.20328532027885637
481,codi,,0.0,0.0,0.99,0.008,0.002,di,0.993,0.857168259,0.90910162,0.908815112,0.18429496,0.40385311551696795,0.2975681938280043,0.3845587262869617,0.4309883590465528
482,cidi,,0.998,0.002,0.0,0.0,0.0,di,1.0,0.999905781,0.998576364,0.995581864,0.991009668,-0.11462671962439017,-0.09064373347153502,-0.12624192020354547,-0.12360301038580068
483,cidi,,0.994,0.006,0.0,0.0,0.0,di,1.0,0.985591383,0.988160221,0.989054262,0.99802348,-0.14578720152142902,-0.09741619646526464,-0.1364035765086363,-0.08211595523102365
484,cidi,,0.995,0.003,0.0,0.0,0.002,di,1.0,0.973052722,0.991474081,0.998228499,0.968625362,-0.17743461793197665,-0.07944847407473075,-0.1277027507385206,-0.17727610088314294
485,cidi,,0.993,0.002,0.005,0.0,0.0,di,1.0,0.984586136,0.998507075,0.996075902,0.953188997,-0.10888510381961447,-0.1354736562801974,-0.026413436931862898,-0.18131178454590585
486,cidi,,0.756,0.013,0.197,0.02,0.014,di,0.818,0.787523005,0.514276254,0.944319629,0.8575087570000001,0.07611420015946482,-0.02659443019249183,0.0931582646437993,-0.2505357507430792
487,cidi,,0.87,0.013,0.082,0.002,0.033,di,0.952,0.888814923,0.594374758,0.936665054,0.8883550379999999,0.06785388987945486,0.0022595478835140174,-0.011965334467804263,-0.280935725216548
488,cidi,,0.901,0.024,0.062,0.005,0.008,di,0.921,0.850863678,0.561821731,0.938224401,0.859922414,0.02228323883729193,-0.17043531402849338,0.013786411489022182,-0.3050031423430244
489,codi,,0.0,0.0,0.988,0.0,0.012,di,0.99,0.71837947,0.778004371,0.801677093,0.071261572,0.4610006719354357,0.4022881623828926,0.5694133502604825,0.4041463643481599
490,codi,,0.0,0.0,0.985,0.0,0.015,di,0.978,0.697127052,0.76558938,0.79292709,0.045544761,0.46971821790646395,0.44500341933325815,0.5813238355389062,0.41811397694143876
491,codi,,0.0,0.0,0.99,0.0,0.01,di,0.933,0.65696525,0.8140405479999999,0.79644592,0.09102152,0.43381884671727344,0.44458759258663966,0.5459202906178772,0.4070186398993968
492,codi,,0.0,0.0,0.998,0.001,0.001,di,0.803,0.472756975,0.8145632620000001,0.7793028059999999,-0.075003492,0.5205651246773928,0.41969292500596733,0.5010329320171669,0.440025370478765
493,codi,,0.001,0.001,0.93,0.045,0.023,di,0.998,0.849098861,0.784787199,0.820269501,0.267121383,0.34094846355167624,0.2685956095525937,0.35082015738127337,0.4153895418099101
494,codi,,0.0,0.0,0.992,0.001,0.007,di,0.804,0.555121848,0.8418580109999999,0.7368256120000001,-0.121270425,0.5286459202215784,0.49383362219915267,0.5380169736563843,0.3846692276504619
495,codi,,0.0,0.0,0.996,0.0,0.004,di,1.0,0.789561939,0.7228465040000001,0.812992907,-0.028896338,0.48080767294862276,0.41511537621559824,0.5333045225317441,0.4334197532224846
496,codi,,0.0,0.0,0.996,0.002,0.002,di,0.997,0.748134682,0.80456548,0.8404761999999999,-0.129031068,0.538387634702296,0.493142500015977,0.504515721584223,0.4343077895929286
497,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.95093552,0.995184644,0.99270901,0.930882307,-0.11097115394539175,-0.125804237834515,-0.16222274542107576,-0.16756417227487636
498,codi,,0.0,0.0,0.937,0.053,0.01,di,0.993,0.8982451920000001,0.8863352409999999,0.901404806,0.256389194,0.36760957875435873,0.29150930851504553,0.39335865453058133,0.5042256620071514
499,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.991684421,0.998760738,0.993213734,0.987621409,-0.12820026431242837,-0.08393235212078305,-0.17609933336185515,-0.12583966897805188
500,cidi,,0.998,0.001,0.0,0.0,0.001,di,1.0,0.995287546,0.997152976,0.996792412,0.986997034,-0.12168587033360902,-0.1059366588565168,-0.14592372485290928,-0.15113291101961918
501,cidi,,0.996,0.004,0.0,0.0,0.0,di,1.0,0.99540581,0.99607326,0.994270598,0.983302722,-0.10549363839082167,-0.1146535737283568,-0.1367426017741185,-0.05195673135155159
502,cidi,,0.993,0.006,0.001,0.0,0.0,di,1.0,0.997799356,0.998834648,0.996359323,0.96817414,-0.07623383914192468,-0.1210099392889708,-0.1516915307270477,-0.07051699045749682
503,cidi,,0.994,0.005,0.0,0.0,0.001,di,1.0,0.999763868,0.998665379,0.993309109,0.956826609,-0.12431408515329197,-0.13849461505851135,-0.18019816937970853,-0.12068427992056457
504,cidi,,0.991,0.005,0.004,0.0,0.0,di,1.0,0.992072771,0.999289766,0.994959022,0.968236932,-0.05342326713164443,-0.12680822867293542,-0.13089250587600446,-0.06179217270159851
505,cidi,,0.998,0.002,0.0,0.0,0.0,di,1.0,0.998748401,0.998834906,0.998381601,0.96929225,-0.11918353422554616,-0.12255758037404184,-0.1773263199019601,-0.1007733072322937
506,cidi,,0.998,0.001,0.0,0.0,0.001,di,1.0,0.991676869,0.992229601,0.989838939,0.983545141,-0.13810700251312855,-0.11786883056393901,-0.14688001224119393,-0.15562158466340167
507,cidi,,0.998,0.001,0.0,0.0,0.001,di,1.0,0.995446687,0.992556609,0.992398824,0.980324549,-0.13285554766231075,-0.12806787064151623,-0.14996271044155182,-0.17841264889823982
508,cidi,,0.999,0.0,0.0,0.0,0.001,di,1.0,0.996347607,0.995769979,0.994044532,0.985245735,-0.12143214200859216,-0.11256218616539646,-0.13434114983310422,-0.14219486314111282
509,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.99250776,0.994962525,0.995702294,0.98409834,-0.1071740224598833,-0.11651709290448285,-0.10761529685479146,-0.12900663567199042
510,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.99582555,0.997439894,0.993543504,0.973319794,-0.10062046986753309,-0.11213325049381746,-0.1378855267222053,-0.2292234262602979
511,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.994712103,0.996060752,0.99271851,0.953117252,-0.08190256324237091,-0.1368527765592713,-0.12122445079539339,-0.08099443354544206
512,cidi,,0.972,0.028,0.0,0.0,0.0,di,1.0,0.988903396,0.997352314,0.992998217,0.972210881,-0.08160878575318226,-0.12596402893902803,-0.11678259494264266,-0.0002416803135331778
513,cidi,,0.99,0.009,0.001,0.0,0.0,di,1.0,0.994295045,0.992923446,0.99032854,0.968785363,-0.13344441066843538,-0.12473847025794652,-0.1312289954076166,-0.039170635641706766
514,cidi,,0.893,0.067,0.035,0.0,0.005,di,0.998,0.998049023,0.997724385,0.997135376,0.970035077,-0.07135182935885484,-0.1372931093135872,-0.0392601315603178,0.039455101210683345
515,codi,,0.012,0.014,0.908,0.049,0.017,di,0.97,0.79270897,0.7049121309999999,0.799319025,0.608525729,0.2487786974197338,0.14918496077150165,0.3271446631637658,0.26280535130158467
516,cidi,,0.997,0.003,0.0,0.0,0.0,di,1.0,0.999342476,0.998377566,0.995473652,0.983323252,-0.10840227655522335,-0.09910347155572245,-0.11714628287710944,-0.08949644418350913
517,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.996408094,0.993831469,0.998124889,0.980575528,-0.1508124991725792,-0.10416472282634252,-0.1588131796951457,-0.16135776951579348
518,cidi,,0.932,0.024,0.038,0.002,0.004,di,1.0,0.994662308,0.991535947,0.994729854,0.888336648,0.005945412194567911,-0.16996129868859994,-0.06027184612527621,-0.10552513331408533
519,cidi,,0.966,0.021,0.006,0.0,0.007,di,1.0,0.979949516,0.996301434,0.994597278,0.918874535,0.039369018085250396,-0.16271358545624873,-0.08457047292005677,-0.10334428662150015
520,cidi,,0.987,0.009,0.002,0.0,0.002,di,1.0,0.989872745,0.996250416,0.998163704,0.924257379,-0.024442459073554454,-0.13642583283303208,-0.1456126623018037,-0.10723449617930363
521,cidi,,0.996,0.004,0.0,0.0,0.0,di,1.0,0.989609373,0.998382739,0.998499253,0.982725864,-0.13297066166249666,-0.10735652996760092,-0.16654528249831868,-0.054340570450271006
522,cidi,,0.972,0.014,0.006,0.001,0.007,di,0.941,0.799008202,0.716369059,0.76640412,0.996826304,-0.14276444757307294,0.013308871326525648,-0.062192410186369965,-0.08017211643051271
523,cidi,,0.925,0.055,0.011,0.001,0.008,di,0.993,0.929058826,0.875543257,0.922762831,0.992400496,-0.16696686012183057,0.022488207202133376,-0.09311001854191914,0.03764798507518063
524,codi,,0.002,0.0,0.873,0.102,0.023,di,0.976,0.957755578,0.894120186,0.956976323,0.318908548,0.32738516431115183,0.23119640180776016,0.3395919607310045,0.612615646369246
525,cidi,,0.997,0.001,0.0,0.0,0.002,di,1.0,0.99591042,0.99515392,0.998693577,0.988071742,-0.11625737529191531,-0.0984148494849083,-0.138185091673604,-0.15937215440954652
526,cidi,,0.995,0.004,0.0,0.0,0.001,di,1.0,0.992042111,0.998430232,0.998211838,0.988931799,-0.10548224935333458,-0.1025982456946776,-0.15395535785942555,-0.13440464678986577
527,cidi,,0.998,0.002,0.0,0.0,0.0,di,1.0,0.979527963,0.999955836,0.999922034,0.977395242,-0.08790751992740745,-0.1363837901069678,-0.1115367350902745,-0.13594536309551444
528,cidi,,0.998,0.0,0.0,0.0,0.002,di,1.0,0.999080228,0.99882323,0.998553891,0.988481936,-0.11007199140097582,-0.10954068006674987,-0.12486598484967959,-0.13997455185915653
529,cido,,0.03,0.964,0.0,0.0,0.006,do,1.0,-0.8412688909999999,-0.924296602,-0.8866981509999999,0.924478423,-0.06074594600214345,-0.16219188468782159,-0.15885461999275632,0.11581159554759085
530,cidi,,0.947,0.024,0.023,0.001,0.005,di,1.0,0.994751696,0.993442996,0.988417874,0.884019838,-0.02540786232663723,-0.16170430140408917,-0.15228062179283589,-0.2682730321282755
531,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.998141907,0.994280555,0.996774787,0.936045083,-0.08069843102630585,-0.1400593112101443,-0.14404071061848261,-0.17040397356137013
532,codi,,0.0,0.0,0.963,0.006,0.031,di,0.797,0.423547861,0.813560408,0.887960689,-0.206467719,0.5268305187990125,0.49274607530431924,0.5978560401802812,0.5925382287175616
533,codi,,0.0,0.0,0.965,0.008,0.027,di,0.986,0.8131343790000001,0.8727333820000001,0.926438033,-0.189251914,0.5376007890362584,0.508684983482973,0.5487137756548843,0.5420289125824166
534,cidi,,0.996,0.003,0.0,0.0,0.001,di,1.0,0.997917306,0.998730441,0.998705784,0.977328343,-0.09264979825016666,-0.12358141789356714,-0.14467836285641236,-0.145604672135856
535,codi,,0.191,0.015,0.77,0.023,0.001,di,0.998,0.899416023,0.92363083,0.909614419,0.787146412,0.10213888877190132,0.024980891998903708,0.07265988127824466,0.22498448726448828
536,codi,,0.187,0.009,0.754,0.048,0.002,di,0.804,0.5055360210000001,0.86877186,0.8935537729999999,0.7780827309999999,0.09306487874325936,-0.03943405496392033,0.14467933295426685,0.1643131143957433
537,cidi,,0.996,0.003,0.0,0.0,0.001,di,1.0,0.963141756,0.996577498,0.998676227,0.982851945,-0.1045277927178241,-0.11270579431443603,-0.1435565922621277,-0.15398383052253278
538,cidi,,0.999,0.0,0.0,0.0,0.001,di,1.0,0.929841348,0.994236285,0.995180145,0.98354439,-0.1185176443837779,-0.11843557911633888,-0.1450673735272198,-0.17733824250161737
539,cidi,,0.998,0.002,0.0,0.0,0.0,di,1.0,0.985523586,0.995268584,0.999456335,0.9878566,-0.12553216888149102,-0.0979291361434775,-0.161378517014394,-0.17284687183617098
540,cidi,,0.984,0.002,0.01,0.0,0.004,di,1.0,0.989094972,0.99466178,0.986193157,0.932935723,-0.00021631617202959332,-0.1303270963055915,-0.03727162346847609,-0.24040215061806885
541,cidi,,0.988,0.008,0.004,0.0,0.0,di,1.0,0.988337232,0.997880838,0.994385226,0.968663179,-0.03906114959306473,-0.11275268891217222,-0.09469193949329148,-0.1202216027086831
542,cido,,0.018,0.979,0.0,0.0,0.003,do,1.0,-0.798580725,-0.909251903,-0.856537945,0.98576382,-0.12070519267573897,-0.11374766185100403,-0.19459156245125442,0.09729801067262143
543,cido,,0.075,0.9,0.0,0.008,0.017,do,0.995,-0.7822788709999999,-0.76325267,-0.646590043,0.940021038,-0.06158174533097149,-0.1374497463463253,-0.1617985818109444,0.005639703574157248
544,cidi,,0.692,0.063,0.235,0.003,0.007,di,0.999,0.988444859,0.992830546,0.981168205,0.987636915,0.0006979756553792466,-0.06715951435294226,0.04443936481465091,0.06885255342783007
545,cidi,,0.984,0.006,0.0,0.001,0.009,di,1.0,0.984791703,0.99970524,0.98660382,0.959137439,-0.18434177447324337,-0.0091410434526461,-0.05548950602580423,-0.2847186041625537
546,cidi,,0.997,0.002,0.001,0.0,0.0,di,1.0,0.977798345,0.986956084,0.993631222,0.987953003,-0.08724589085480315,-0.11791521013869395,-0.1270449514761565,-0.039655659637496246
547,cidi,,0.954,0.04,0.005,0.001,0.0,di,1.0,0.993622881,0.988845578,0.994522242,0.928313471,-0.11049942833030463,-0.1161942840165927,-0.14908992882209507,0.0145268931154916
548,cidi,,0.984,0.01,0.005,0.0,0.001,di,1.0,0.980520119,0.989330254,0.990666614,0.925533862,-0.1047189496144506,-0.10154927397984098,-0.12989026247271213,-0.03472296780849199
549,cidi,,0.973,0.011,0.004,0.0,0.012,di,0.913,0.958695299,0.59730333,0.934044537,0.995310522,-0.17276811266982167,0.030135290978472857,-0.15725078052175406,-0.0542876206371512
550,cidi,,0.997,0.003,0.0,0.0,0.0,di,0.999,0.8556996440000001,0.993676464,0.997761992,0.936634825,-0.091392629309159,-0.14851674874821277,-0.08683832944275216,-0.16899590674275208
551,cidi,,0.993,0.007,0.0,0.0,0.0,di,1.0,0.889451683,0.994678953,0.997049583,0.927685043,-0.08277120393560135,-0.17831271922093342,-0.0986189702716499,-0.1839114956133627
552,cidi,,0.995,0.004,0.0,0.0,0.001,di,1.0,0.918889339,0.991016427,0.995133185,0.922830583,-0.10188861574380265,-0.14244417712286148,-0.12796594693289612,-0.17218665132158664
553,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.974453877,0.989872018,0.99480813,0.946359168,-0.11407671575013054,-0.14504581005455539,-0.11683546341669658,-0.25006366136999675
554,codi,,0.0,0.0,0.994,0.001,0.005,di,0.99,0.891009033,0.838011135,0.85061504,-0.032258273,0.48166883810581024,0.4481983437884364,0.4771288735423198,0.46422439129658283
555,cidi,,0.994,0.005,0.0,0.0,0.001,di,1.0,0.996426533,0.987021588,0.999154916,0.991257352,-0.16230168514279064,-0.03692093750801323,-0.17328021343878663,-0.21239553729386856
556,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.993913132,0.989315656,0.999462766,0.991490297,-0.15889664839073145,-0.053312581449921216,-0.16511696499747847,-0.20191633285974053
557,cidi,,0.992,0.007,0.0,0.0,0.001,di,1.0,0.989429223,0.995726121,0.999370971,0.990279744,-0.17493753719806082,-0.0387290445892556,-0.15736662565728754,-0.15853293949871078
558,cidi,,0.998,0.002,0.0,0.0,0.0,di,1.0,0.994632926,0.985737303,0.999350578,0.99209439,-0.16639934270083842,-0.043464038672165736,-0.17971446792716958,-0.19013820862507988
559,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.996150579,0.997513907,0.994963851,0.978780611,-0.1349222082398263,-0.10154616674335555,-0.16703019976855682,-0.13186140811246513
560,cidi,,0.996,0.002,0.0,0.0,0.002,di,1.0,0.984193756,0.991973146,0.998466545,0.992153871,-0.1534633566874143,-0.05334832057554121,-0.15409746363740384,-0.2024115395118994
561,cido,,0.027,0.964,0.0,0.001,0.008,do,0.998,-0.902524249,-0.914074113,-0.92419922,0.998672982,-0.13637704935737074,-0.052352130414792426,-0.17697346964553826,0.010403748843591881
562,codi,,0.0,0.0,0.99,0.002,0.008,di,0.95,0.665369406,0.734988442,0.82767425,-0.171997289,0.5798043357951025,0.5079933154662992,0.5427221990795515,0.4592729861888245
563,cidi,,0.977,0.014,0.009,0.0,0.0,di,1.0,0.998576146,0.997594559,0.992116678,0.978118518,-0.09568051004617727,-0.11653186047602941,-0.07491669440940965,-0.041773208911139816
564,codi,,0.0,0.0,0.995,0.002,0.003,di,0.904,0.6138257579999999,0.716263139,0.774987848,-0.159209651,0.5910486764393909,0.4793280167822513,0.551959803483133,0.40441045199992975
565,codi,,0.001,0.0,0.871,0.101,0.027,di,0.993,0.847668981,0.920692937,0.812862511,0.363565755,0.3113135011171997,0.25590038136554655,0.3354877404400662,0.5553763186972239
566,cidi,,1.0,0.0,0.0,0.0,0.0,di,1.0,0.988333608,0.99659594,0.999818168,0.983982649,-0.11733181691376511,-0.11361992673502805,-0.15586383374956683,-0.1661804888868704
567,cidi,,0.998,0.001,0.0,0.0,0.001,di,1.0,0.971792047,0.987049654,0.992467127,0.923200248,-0.12260981485990627,-0.12100856041509327,-0.1644549626773676,-0.18944766038180447
568,cidi,,0.918,0.07,0.006,0.0,0.006,di,0.89,0.7418548759999999,0.784594593,0.734617915,0.993781436,-0.15325160593319087,0.0705385733384343,-0.19169324398842352,0.03962286715487677
569,cidi,,0.998,0.0,0.001,0.0,0.001,di,1.0,0.997439872,0.995245545,0.998620982,0.938949073,-0.12597484972995243,-0.12192364548364727,-0.09284404352298069,-0.19123138405314027
570,codi,,0.0,0.0,0.995,0.0,0.005,di,1.0,0.79161403,0.777117224,0.8218597870000001,-0.074631907,0.517085244299277,0.47087291316147817,0.5451748523164374,0.40839863541472426
571,codi,,0.074,0.014,0.783,0.114,0.015,di,0.606,0.967932369,0.318426714,0.914956895,0.573900085,-0.04927433488590394,0.24896639675704607,0.5697805818409635,0.8542893674527152
572,codi,,0.0,0.0,0.993,0.001,0.006,di,1.0,0.7810886109999999,0.73891164,0.80459443,0.059838591,0.4511986244124304,0.4140636455139776,0.48324730674435445,0.4165123847071315
573,cidi,,0.902,0.065,0.026,0.001,0.006,di,0.994,0.91952285,0.873695852,0.901618418,0.989846537,-0.16775293860754895,0.031140754361349936,-0.07186873246310065,0.06284391409643662
574,cido,,0.035,0.953,0.0,0.001,0.011,do,0.991,-0.670139429,-0.657421722,-0.622338164,0.999751975,-0.16713529008883746,-0.025551007839953246,-0.11785969476288236,0.04915448038611204
575,cido,,0.008,0.99,0.0,0.0,0.002,do,1.0,-0.83302194,-0.789540279,-0.811878995,0.99953358,-0.11809557696084062,-0.04627821163470148,-0.09743366719269546,0.10249930438935634
576,cidi,,0.904,0.063,0.027,0.001,0.005,di,0.991,0.817653161,0.907012712,0.930125795,0.993681488,-0.1638820414116266,0.012106481410632561,-0.07997074099006946,0.06430812294448547
577,codi,,0.0,0.0,0.99,0.0,0.01,di,0.938,0.64725912,0.7796868,0.797646929,0.094144982,0.44970623571803414,0.4011612050374311,0.5629729825183244,0.4154647282867297
578,cidi,,1.0,0.0,0.0,0.0,0.0,di,1.0,0.951445772,0.986022501,0.99674779,0.973738027,-0.11766318733036642,-0.13314617433543668,-0.13324859237325656,-0.15153779486066485
579,cidi,,0.955,0.004,0.035,0.0,0.006,di,1.0,0.997602123,0.977179199,0.9942157,0.938256376,-0.045447931796983525,-0.14437950685775813,-0.026925795841342557,-0.05471408065150667
580,cidi,,0.945,0.04,0.007,0.001,0.007,di,0.838,0.394048743,0.848579199,0.8230117440000001,0.996446575,-0.1456451050293758,0.020980131776701137,-0.07815313497967379,0.013804310857446475
581,cidi,,0.985,0.005,0.007,0.0,0.003,di,0.999,0.957279038,0.996453469,0.990650085,0.944039145,-0.07273582441828931,-0.12255965136942061,-0.05645711741921358,-0.08949864577966554
582,cido,,0.018,0.977,0.0,0.001,0.004,do,1.0,-0.837107457,-0.8802801140000001,-0.762399314,0.998885327,-0.15863294008694612,-0.034232489130681325,-0.0892193912686392,0.11564129706946623
583,cido,,0.022,0.971,0.0,0.002,0.005,do,1.0,-0.827852274,-0.8629715170000001,-0.761814531,0.997927548,-0.1582544155849905,-0.021447751188516922,-0.09683071631506526,0.11029381473614767
584,cido,,0.034,0.929,0.001,0.01,0.026,do,0.999,-0.7799322209999999,-0.840041461,-0.688864715,0.992372084,-0.17951029772823304,0.012184967030689052,-0.0923646492995074,0.07611756564342234
585,cidi,,0.939,0.054,0.005,0.0,0.002,di,0.996,0.900527167,0.87731507,0.896970528,0.998874386,-0.15172324299047027,-0.008110938925327776,-0.1046387177583026,0.03394590677430898
586,codi,,0.0,0.0,0.99,0.0,0.01,di,0.961,0.67797215,0.795610295,0.796558432,0.061454607,0.46462618724111526,0.41093697163995213,0.5678407734764019,0.40608524993246686
587,cidi,,0.952,0.042,0.002,0.0,0.004,di,0.993,0.884719907,0.805668133,0.854264088,0.998084132,-0.1309417908674203,-0.011219890309264692,-0.07429943228660728,-0.0016936699739390298
588,cidi,,0.972,0.019,0.008,0.0,0.001,di,0.996,0.935858449,0.954916285,0.982627286,0.992549094,-0.08635991255821943,-0.10894073165440243,-0.06998082035551598,-0.013037243129253006
589,cidi,,0.986,0.01,0.003,0.0,0.001,di,1.0,0.99493441,0.99632663,0.990383513,0.994301356,-0.1114540798892438,-0.09062094690543794,-0.09259022609825811,-0.05148403666361331
590,cidi,,0.983,0.013,0.003,0.0,0.001,di,1.0,0.903577892,0.994481774,0.99996535,0.98774493,-0.08481815079232831,-0.12728711463513698,-0.07472244964799685,-0.06610135663905206
591,cidi,,0.952,0.044,0.001,0.0,0.003,di,1.0,0.87112166,0.984704374,0.996094462,0.991431904,-0.15200821953148724,-0.04749811869230601,-0.12005279903994921,0.016324212015354313
592,cidi,,0.988,0.005,0.001,0.0,0.006,di,0.998,0.955473857,0.99446093,0.983582052,0.966891554,-0.1507073114863316,-0.05634812929702914,-0.06706513383850787,-0.28972730813908015
593,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.997161281,0.996802475,0.997197707,0.95088268,-0.06878192629017102,-0.1321658858706183,-0.137422250132849,-0.09640566931818455
594,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.976732357,0.996187033,0.995236119,0.956543933,-0.08103605024628194,-0.12412732788098739,-0.1230856855024112,-0.118559355247854
595,cidi,,0.989,0.011,0.0,0.0,0.0,di,1.0,0.992976133,0.997984163,0.999194592,0.962273086,-0.06904071901308471,-0.14008925762820518,-0.13242840138910572,-0.0348001357564812
596,cidi,,0.997,0.002,0.0,0.0,0.001,di,1.0,0.931014516,0.986359943,0.993983563,0.985078392,-0.09679646523539813,-0.12003031287855416,-0.14429796686227725,-0.17550118382729252
597,cidi,,1.0,0.0,0.0,0.0,0.0,di,1.0,0.921118792,0.991465336,0.993846197,0.989552326,-0.1375495602230999,-0.10970820898887221,-0.1585454331081649,-0.16054646061250571
598,cidi,,0.999,0.001,0.0,0.0,0.0,di,1.0,0.951594627,0.987555469,0.99426272,0.990557037,-0.12207985534561594,-0.10591658353329292,-0.16446691192894597,-0.1707209564278756
